date,Megawatts
2019-12-20 00:00:00,293566.0
2019-12-20 01:00:00,259810.0
2019-12-20 02:00:00,253843.0
2019-12-20 03:00:00,252337.0
2019-12-20 04:00:00,259826.0
2019-12-20 05:00:00,278751.0
2019-12-20 06:00:00,308217.0
2019-12-20 07:00:00,321964.0
2019-12-20 08:00:00,312834.0
2019-12-20 09:00:00,299445.0
2019-12-20 10:00:00,287445.0
2019-12-20 11:00:00,277207.0
2019-12-20 12:00:00,273737.0
2019-12-20 13:00:00,278821.0
2019-12-20 14:00:00,285979.0
2019-12-20 15:00:00,298313.0
2019-12-20 16:00:00,318970.0
2019-12-20 17:00:00,344216.0
2019-12-20 18:00:00,343101.0
2019-12-20 19:00:00,336066.0
2019-12-20 20:00:00,328427.0
2019-12-20 21:00:00,318799.0
2019-12-20 22:00:00,300677.0
2019-12-20 23:00:00,280343.0
