date,Megawatts
2020-05-03 00:00:00,268675.0
2020-05-03 01:00:00,237225.0
2020-05-03 02:00:00,230590.0
2020-05-03 03:00:00,225718.0
2020-05-03 04:00:00,223805.0
2020-05-03 05:00:00,224980.0
2020-05-03 06:00:00,220056.0
2020-05-03 07:00:00,212888.0
2020-05-03 08:00:00,204039.0
2020-05-03 09:00:00,199265.0
2020-05-03 10:00:00,194082.0
2020-05-03 11:00:00,194345.0
2020-05-03 12:00:00,196709.0
2020-05-03 13:00:00,201248.0
2020-05-03 14:00:00,208930.0
2020-05-03 15:00:00,222353.0
2020-05-03 16:00:00,241754.0
2020-05-03 17:00:00,264783.0
2020-05-03 18:00:00,283339.0
2020-05-03 19:00:00,293362.0
2020-05-03 20:00:00,299126.0
2020-05-03 21:00:00,288438.0
2020-05-03 22:00:00,270229.0
2020-05-03 23:00:00,231173.0
