date,Megawatts
2021-01-11 00:00:00,266059.0
2021-01-11 01:00:00,238244.0
2021-01-11 02:00:00,235600.0
2021-01-11 03:00:00,236693.0
2021-01-11 04:00:00,244758.0
2021-01-11 05:00:00,262951.0
2021-01-11 06:00:00,289757.0
2021-01-11 07:00:00,309618.0
2021-01-11 08:00:00,310151.0
2021-01-11 09:00:00,296791.0
2021-01-11 10:00:00,282775.0
2021-01-11 11:00:00,271823.0
2021-01-11 12:00:00,265649.0
2021-01-11 13:00:00,264274.0
2021-01-11 14:00:00,269329.0
2021-01-11 15:00:00,281576.0
2021-01-11 16:00:00,299174.0
2021-01-11 17:00:00,328752.0
2021-01-11 18:00:00,332542.0
2021-01-11 19:00:00,324746.0
2021-01-11 20:00:00,314472.0
2021-01-11 21:00:00,302648.0
2021-01-11 22:00:00,284232.0
2021-01-11 23:00:00,245012.0
