Net Demand 03/11/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1,
Hour-ahead forecast,21924,21656,21656,21656,21432,21432,21432,21200,21200,21200,21000,21000,21000,20797,20797,20797,20620,20620,20620,20453,20453,20453,20325,20325,20325,20203,20203,20203,20117,20117,20117,19953,19953,19953,19967,19967,19967,19874,19874,19874,19838,19838,19838,19799,19799,19799,19808,19808,19808,19953,19953,19953,20081,20081,20081,20275,20275,20275,20496,20496,20496,20871,20871,20871,21251,21251,21251,21790,21790,21790,22227,22227,22227,23050,23050,23050,23723,23723,23723,24312,24312,24312,24843,24843,24843,25306,25306,25306,25599,25599,25599,25768,25768,25768,25674,25674,25674,25691,25691,25691,25611,25611,25611,25344,25344,25344,25181,25181,25181,24859,24859,24859,24679,24679,24679,24509,24509,24509,24289,24289,24289,24027,24027,24027,23730,23730,23730,23578,23578,23578,23231,23231,23231,23026,23026,23026,22870,22870,22870,22601,22601,22601,22459,22459,22459,22304,22304,22304,22230,22230,22230,22091,22091,22091,22073,22073,22073,21903,21903,21903,21783,21783,21783,21803,21803,21803,21729,21729,21729,21828,21828,21828,21923,21923,21923,21927,21927,21927,22018,22018,22018,22024,22024,22024,22136,22136,22136,22243,22243,22243,22401,22401,22401,22555,22555,22555,22702,22702,22702,22933,22933,22933,23349,23349,23349,23674,23674,23674,23930,23930,23930,24367,24367,24367,24878,24878,24878,25128,25128,25128,25391,25391,25391,25588,25588,25588,26322,26322,26322,26881,26881,26881,27512,27512,27512,27657,27657,27657,27536,27536,27536,27385,27385,27385,27195,27195,27195,26949,26949,26949,26643,26643,26643,26355,26355,26355,26039,26039,26039,25704,25704,25704,25244,25244,25244,24705,24705,24705,24299,24299,24299,23842,23842,23842,23353,23353,23353,22944,22944,22944,22563,22563,22563,22227,22227,22227,21852,21852,21852,
Demand,21809,21759,21723,21659,21501,21352,21333,21311,21219,21098,21040,20984,20889,20816,20777,20722,20632,20586,20525,20457,20432,20404,20388,20319,20279,20255,20170,20121,20069,20058,20055,20024,19981,19950,19912,19877,19881,19826,19794,19791,19770,19769,19787,19761,19770,19763,19765,19784,19818,19889,19972,20003,20085,20095,20150,20223,20194,20186,20306,20452,20569,20797,21020,21159,21292,21406,21522,21675,21820,21881,22046,22200,22367,22755,23170,23461,23649,23832,23980,24190,24388,24557,24722,24948,25109,25362,25559,25648,25770,25758,25773,25793,25763,25737,25720,25617,25608,25619,25619,25580,25549,25504,25392,25346,25240,25159,25073,25009,24933,24893,24929,24834,24725,24725,24654,24558,24444,24254,24109,24196,24169,24043,23811,23724,23653,23525,23461,23512,23272,23246,23226,23145,23085,22986,22858,22840,22766,22717,22684,22559,22554,22461,22418,22409,22340,22341,22335,22242,22173,22129,22074,21973,22019,21915,21822,21884,21845,21753,21778,21749,21800,21795,21625,21545,21683,21714,21798,21816,21808,21763,21690,21831,21876,21842,21796,21877,21865,21866,21883,21974,22030,21999,22001,22073,22170,22124,22258,22339,22373,22407,22463,22506,22525,22532,22607,22696,22854,22917,22977,23072,23134,23214,23361,23565,23712,23688,23783,23923,24014,24156,24328,24415,24521,24711,24847,25025,25118,25127,25092,25212,25460,25573,25721,25834,25935,26104,26279,26398,26413,26609,26847,27083,27253,27374,27484,27547,27559,27580,27574,27538,27511,27430,27361,27310,27248,27163,27113,27011,26912,26868,26751,26644,26511,26467,26368,26275,26159,26054,25915,25803,25694,25537,25380,25248,25074,24891,24691,24554,24385,24244,24090,23930,23771,23634,23469,23319,23182,23027,22853,22721,22600,22458,22337,22216,21916,21820,21791,21698,21578,
Day-ahead net forecast,Net demand,21387,21292,21320,21248,21185,20917,20858,20885,20795,20720,20695,20641,20583,20476,20434,20377,20324,20238,20209,20140,20090,20050,20060,19970,19927,19882,19833,19738,19687,19660,19662,19651,19615,19566,19524,19461,19421,19390,19377,19372,19373,19381,19402,19381,19387,19416,19387,19412,19444,19468,19525,19606,19644,19690,19720,19796,19861,19793,19857,20071,20199,20352,20599,20754,20885,21008,21093,21248,21443,21549,21673,21890,22035,22339,22800,23140,23363,23539,23702,23905,24103,24283,24470,24685,24879,25077,25311,25410,25490,25481,25428,25392,25284,25183,25068,24934,24772,24608,24486,24250,23988,23803,23562,23383,23164,22939,22714,22551,22301,22176,22105,21905,21844,21688,21333,21224,21278,21055,20713,20396,19642,19162,18604,18249,18015,17950,17787,17705,17193,17266,17245,17289,17159,17135,17066,17034,16871,16680,16520,16353,16164,16030,15865,15874,15702,15576,15525,15388,15265,15198,15121,14868,14658,14341,14025,13836,14014,13983,14039,14102,13875,13566,13183,13354,13940,13743,13623,13980,14137,14068,13731,13961,14077,13989,13513,13531,13669,13649,13879,14107,13935,13969,14342,14474,14543,14541,14887,14947,15034,15038,15000,15157,15260,15372,15497,15625,15651,15790,16092,16153,16455,16623,17159,17350,17572,17856,18004,18377,18760,19256,19673,20051,20469,20924,21437,21958,22293,22539,22737,23094,23573,23890,24232,24495,24727,24978,25200,25372,25433,25683,25942,26210,26390,26521,26634,26683,26685,26693,26723,26687,26641,26539,26444,26371,26282,26161,26075,25959,25854,25811,25682,25608,25473,25408,25307,25216,25103,24998,24857,24732,24608,24445,24294,24184,24045,23902,23733,23598,23413,23274,23128,22962,22793,22636,22444,22282,22148,21991,21821,21680,21549,21409,21274,21129,20829,20707,20658,20563,21020
Solar,-29,-29,-29,-29,-29,-29,-29,-29,-28,-28,-28,-28,-28,-29,-28,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-28,-29,-29,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-30,-30,-29,-30,-30,-30,-30,-31,-31,-32,-32,-31,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-33,-32,-33,-32,-33,-33,-33,-33,-33,-33,-34,-35,-34,-28,-16,8,47,96,168,269,354,419,511,627,757,918,1114,1323,1484,1633,1755,1905,2029,2172,2282,2450,2534,2628,2792,2748,2857,3164,3184,3026,3094,3275,3618,4016,4405,4695,4996,5182,5079,5195,5282,5583,5529,5472,5402,5414,5404,5312,5306,5381,5499,5642,5655,5810,5865,5938,5930,6007,6108,6165,6178,6205,6227,6202,6300,6531,6742,6944,7262,7116,6943,7006,6814,7077,7359,7622,7512,6941,7073,7345,7021,6869,6817,7052,7058,6929,6951,7317,7512,7368,7387,7195,6968,7212,7244,6885,6750,6784,6782,6565,6546,6538,6483,6620,6510,6428,6359,6207,6199,6306,6353,6031,6119,5837,5823,5420,5348,5330,4996,4930,4719,4476,4096,3832,3577,3246,2977,2641,2273,2013,1753,1499,1256,1009,804,602,440,296,194,135,79,55,48,45,45,45,45,45,45,45,46,30,22,22,22,22,22,22,22,22,22,22,22,22,-19,-26,-26,-26,-26,-26,-26,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,,
Wind,506,493,470,464,468,486,495,488,469,439,405,384,386,398,394,388,385,389,378,372,375,375,387,400,404,413,420,424,428,426,418,414,418,425,435,457,482,484,465,453,434,422,409,413,395,390,395,395,405,418,432,424,429,437,437,431,418,401,391,379,359,366,375,382,396,400,404,384,361,333,308,289,283,268,253,252,253,248,248,246,235,233,228,214,206,201,216,229,233,239,240,238,230,225,218,217,221,231,244,246,250,252,248,239,229,224,218,210,203,199,191,189,194,193,186,184,181,186,192,189,419,430,443,436,449,471,479,473,458,487,488,483,479,478,484,493,493,499,513,526,546,560,589,599,608,630,645,674,688,714,738,758,783,793,802,785,784,790,792,794,789,798,804,815,820,827,842,840,839,847,853,853,858,860,862,854,852,854,863,857,852,844,844,836,835,839,837,832,837,845,846,847,847,863,866,862,856,853,854,856,851,841,838,846,849,861,861,858,857,861,859,856,855,859,852,842,854,884,901,906,910,915,919,923,932,937,948,952,933,880,852,824,813,806,799,815,826,840,832,827,846,864,895,914,940,976,1013,1032,1040,1035,1050,1064,1067,1085,1092,1089,1087,1086,1089,1098,1113,1125,1120,1101,1071,1031,996,984,1003,1004,995,999,1008,1025,1052,1069,1068,1068,1067,1069,1083,1082,1088,1116,1126,1138,1158,1166,,
