Net Demand 01/01/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21474,21168,21168,21168,21015,21015,21015,20755,20755,20755,20458,20458,20458,20474,20474,20474,20277,20277,20277,20141,20141,20141,19952,19952,19952,19809,19809,19809,19661,19661,19661,19556,19556,19556,19496,19496,19496,19391,19391,19391,19312,19312,19312,19258,19258,19258,19217,19217,19217,19255,19255,19255,19156,19156,19156,19134,19134,19134,19159,19159,19159,19401,19401,19401,19513,19513,19513,19664,19664,19664,19781,19781,19781,20067,20067,20067,20231,20231,20231,20365,20365,20365,20362,20362,20362,20390,20390,20390,20365,20365,20365,20296,20296,20296,20162,20162,20162,20169,20169,20169,20010,20010,20010,19783,19783,19783,19640,19640,19640,19601,19601,19601,19390,19390,19390,19296,19296,19296,19077,19077,19077,18834,18834,18834,18652,18652,18652,18457,18457,18457,18299,18299,18299,18390,18390,18390,18161,18161,18161,18238,18238,18238,18266,18266,18266,17976,17976,17976,17883,17883,17883,17781,17781,17781,17878,17878,17878,18114,18114,18114,18005,18005,18005,18009,18009,18009,18206,18206,18206,18692,18692,18692,18863,18863,18863,19080,19080,19080,19253,19253,19253,19685,19685,19685,20144,20144,20144,20452,20452,20452,20803,20803,20803,21135,21135,21135,21572,21572,21572,22247,22247,22247,23079,23079,23079,23910,23910,23910,24515,24515,24515,24880,24880,24880,24992,24992,24992,25005,25005,25005,25030,25030,25030,25018,25018,25018,24908,24908,24908,24707,24707,24707,24697,24697,24697,24575,24575,24575,24485,24485,24485,24329,24329,24329,24191,24191,24191,23982,23982,23982,23755,23755,23755,23529,23529,23529,23350,23350,23350,23091,23091,23091,22732,22732,22732,22392,22392,22392,22099,22099,22099,21725,21725,21725,21361,21361,21361,20967,20967,20967,20655,20655,20655,20321,20321,20321,20078,20078,20078
Demand,21533,21429,21320,21272,21193,21109,21006,20961,20916,20857,20765,20744,20681,20608,20538,20453,20402,20332,20288,20223,20148,20083,20012,19980,19933,19884,19865,19803,19766,19726,19681,19639,19592,19567,19520,19480,19439,19448,19434,19419,19397,19351,19331,19315,19295,19261,19263,19232,19198,19173,19185,19170,19155,19174,19184,19200,19178,19176,19194,19221,19209,19388,19483,19532,19537,19580,19596,19633,19660,19683,19727,19756,19808,19985,20104,20175,20201,20229,20271,20345,20396,20394,20380,20392,20409,20463,20502,20465,20450,20377,20319,20290,20277,20219,20168,20141,20122,20144,20113,20105,19954,19909,19848,19773,19778,19685,19638,19540,19487,19425,19425,19317,19258,19168,19073,19015,18961,18911,18877,18759,18677,18657,18609,18590,18559,18490,18455,18384,18319,18290,18314,18307,18294,18221,18120,18068,18092,18099,18080,18014,17971,17943,17902,17942,17910,17875,17851,17773,17795,17839,17839,17843,17913,17900,17891,17930,18027,17952,17897,17872,17892,17901,17850,17926,17973,18082,18197,18312,18488,18563,18628,18664,18748,18811,18946,18979,19050,19176,19304,19414,19550,19542,19603,19684,19827,19976,20067,20177,20318,20504,20676,20786,20927,21004,21113,21263,21423,21627,21815,22012,22192,22453,22704,22931,23138,23467,23836,24176,24399,24569,24695,24804,24902,24967,24991,25042,25060,25064,25058,25056,25085,25054,25061,25010,24962,24920,24892,24883,24907,24871,24816,24756,24760,24739,24740,24721,24744,24621,24558,24529,24482,24436,24365,24282,24260,24201,24142,24057,24005,23947,23870,23777,23719,23613,23561,23530,23480,23398,23288,23172,23118,23000,22904,22791,22683,22530,22391,22313,22221,22073,21965,21834,21726,21574,21436,21340,21236,21094,21039,20920,20809,20681,20574,20494,20383,20297,20242,20128,20025
Day-ahead net forecast,Net demand,20765,20661,20560,20519,20439,20354,20257,20209,20154,20087,19991,19967,19904,19835,19745,19623,19522,19383,19247,19117,19045,19005,18930,18922,18895,18816,18780,18745,18728,18716,18700,18670,18647,18628,18589,18552,18500,18525,18527,18533,18521,18495,18500,18509,18473,18403,18335,18229,18132,18062,18022,17948,17895,17892,17872,17827,17803,17826,17876,17979,18049,18301,18463,18538,18543,18590,18600,18637,18692,18735,18750,18699,18644,18753,18844,18922,19008,19665,19792,19935,20063,20133,20121,19537,19413,19400,19376,19300,19118,18820,18602,18385,17890,17456,17131,16813,16220,15985,15634,14968,14425,14095,13878,13451,12870,12387,12211,12182,12152,11926,11716,11309,11096,10921,10887,10680,10485,10587,10676,10402,10248,10146,10069,9914,9698,9720,9940,10011,10208,10249,10211,10213,9896,9377,9345,9786,10135,10196,10027,9694,9688,9892,10016,9743,8968,8821,8863,8965,9216,9296,9138,9585,9300,9497,9773,9884,9812,9648,9369,9679,9654,9568,9483,9590,9922,9953,9931,9955,9802,9458,9519,10096,10274,10361,9995,9684,10061,10264,10694,10871,11209,11474,11963,12582,13069,12827,12959,13639,14235,14809,15411,15749,16162,16452,16729,17090,17503,17936,18303,18662,18967,19315,19630,19947,20183,20522,20911,21235,21415,21571,21715,21851,21959,22030,22067,22153,22212,22230,22257,22279,22344,22366,22410,22361,22275,22170,22015,21848,21734,21625,21596,21599,21654,21653,21657,21682,21784,21705,21623,21594,21563,21531,21461,21359,21329,21286,21269,21213,21196,21156,21082,21021,20977,20849,20674,20658,20600,20494,20354,20167,20025,19852,19731,19588,19443,19270,19083,18955,18814,18684,18586,18468,18395,18282,18175,18112,18016,17916,17841,17706,17574,17403,17266,17116,16961,16851,16809,16711,
Solar,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-35,-36,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-37,-35,-30,-20,6,49,118,200,249,391,595,768,853,1302,1694,1919,2147,2639,2918,3100,3710,4170,4391,4571,4829,5421,5852,6080,6002,5881,6028,6199,6509,6722,6864,6823,6956,7082,7031,6786,7001,7066,7075,7121,7099,7209,7065,6721,6512,6270,6145,6174,6150,6317,6731,6832,6418,6098,6053,6164,6487,6520,6362,6125,6234,6856,6994,6694,6380,5940,5727,5816,5795,5617,5405,5215,5119,5255,5301,5507,5259,5240,5320,5363,5365,5180,5244,5450,5698,5844,6192,6395,5844,5688,5577,6000,6395,6121,5858,5486,5328,5161,4892,4483,4035,3644,3874,4009,3456,2970,2643,2206,1991,1674,1419,1293,1112,910,702,545,409,315,240,197,111,62,46,7,-36,-35,-35,-34,-35,-35,-34,-34,-34,-34,-34,-33,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33
Wind,808,804,800,790,790,792,785,787,793,805,808,812,813,809,822,857,905,969,1057,1133,1146,1115,1117,1098,1076,1096,1119,1100,1077,1052,1020,1010,983,978,966,960,975,961,946,925,915,898,871,844,853,884,947,1024,1093,1137,1187,1248,1290,1312,1338,1401,1414,1391,1359,1295,1210,1129,1064,1029,1030,1023,1032,1032,1013,981,1002,1071,1177,1253,1289,1288,1271,653,526,458,382,300,274,755,937,929,914,898,902,914,939,962,992,1018,1063,1084,1153,1216,1276,1307,1315,1365,1387,1373,1391,1380,1357,1385,1435,1444,1453,1446,1431,1400,1363,1353,1374,1370,1379,1346,1360,1397,1438,1520,1639,1762,1842,1900,1897,1893,1917,1926,1983,2053,2036,1956,1893,1839,1838,1814,1786,1766,1758,1825,1955,2094,2284,2499,2678,2776,2882,2401,2982,3041,2970,2916,2906,2965,3017,2961,2973,2984,3014,3002,2925,2850,2778,2616,2766,2811,2808,2784,2789,2792,2844,2896,2956,3086,3174,3215,3255,3263,3221,3184,3127,3165,3196,3203,3169,3140,3122,3092,3142,3167,3120,3100,3059,3015,2995,2964,2926,2902,2880,2876,2891,2883,2914,2955,3003,3030,3016,2986,2977,2969,2960,2934,2884,2875,2841,2814,2781,2729,2690,2676,2711,2766,2879,3031,3186,3274,3267,3202,3147,3120,3116,3085,3010,2950,2963,2970,2957,2940,2936,2953,2965,2954,2918,2886,2849,2824,2827,2802,2772,2798,2882,2908,2911,2937,2959,3028,3108,3179,3204,3234,3270,3291,3336,3378,3440,3428,3421,3409,3377,3336,3305,3271,3255,3224,3221,3248,3267,3307,3339,3404,3451,3482,3472,3455
