date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,Megawatts_2019,Megawatts_2020,Megawatts_2021
04-06T12:00:00,64.7,59.0,70.0,49.2,41.0,55.9,1016.5,1013.1,1020.0,1.8,2.1,18.8,21.6,25.6,22.3,11.8,64.7,64.7,12.1,0.7,250.0,11.1,7.0,56.2,6.0,36.9,18847.08333333333,22213.83333333333,20299.83333333333
04-06T13:00:00,64.6,60.1,70.0,49.4,42.1,55.9,1016.1,1012.5,1019.5,1.6,2.0,18.3,22.3,26.2,22.0,11.1,64.6,64.6,13.5,0.4,251.0,12.3,7.0,59.8,6.0,34.4,18401.58333333333,21999.916666666668,20140.916666666668
04-06T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.6,1012.1,1018.9,1.4,2.1,18.5,25.2,25.2,21.9,9.1,64.2,64.2,14.2,0.2,253.0,13.1,7.0,62.1,6.0,32.1,18306.0,21599.416666666668,20501.916666666668
04-06T15:00:00,63.6,59.0,69.1,49.6,42.1,55.9,1015.1,1011.5,1018.5,1.1,2.5,18.4,23.3,26.5,22.6,9.2,63.6,63.6,14.5,0.2,255.0,13.7,7.0,70.2,6.0,25.9,18941.416666666668,21582.416666666668,21074.25
04-06T16:00:00,62.7,57.9,68.0,49.6,42.1,55.9,1014.9,1011.2,1018.1,0.8,3.2,18.5,23.1,25.6,19.9,12.8,62.7,62.7,14.6,0.0,255.0,13.7,7.0,69.8,6.0,25.5,19888.75,22037.416666666668,22235.25
04-06T17:00:00,61.4,57.0,66.0,49.6,42.1,55.0,1014.8,1011.0,1018.0,0.6,4.1,19.4,27.5,23.8,18.1,11.3,61.4,61.4,13.7,0.4,256.0,12.8,7.0,69.8,6.0,26.0,21319.166666666668,22815.5,23724.83333333333
04-06T18:00:00,59.8,55.9,64.0,49.6,43.0,55.9,1014.8,1011.2,1018.0,0.3,5.5,18.2,27.2,22.4,18.5,13.7,59.8,59.8,12.2,0.2,257.0,11.4,7.0,68.8,6.0,25.8,22738.416666666668,24008.5,25199.166666666668
04-06T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1014.9,1011.3,1018.2,0.2,6.3,16.2,31.0,22.4,17.7,12.8,58.9,58.9,10.5,0.4,260.0,9.5,7.0,63.8,6.0,25.9,24374.83333333333,25130.08333333333,26406.666666666668
04-06T20:00:00,58.6,55.0,63.0,49.4,42.1,55.9,1015.4,1011.8,1018.7,0.2,6.6,31.6,22.9,17.3,16.1,12.2,58.6,58.6,8.9,4.0,260.0,7.5,7.0,50.5,6.0,29.3,24750.5,25061.25,26545.75
04-06T21:00:00,58.3,54.0,62.1,49.2,41.0,55.0,1015.8,1012.1,1019.0,0.1,6.9,34.5,21.6,18.0,13.4,12.5,58.3,58.3,7.7,6.9,257.0,5.6,7.0,40.4,6.0,27.8,23956.5,24072.83333333333,25630.58333333333
04-06T22:00:00,58.0,54.0,62.1,49.0,39.9,55.0,1015.8,1012.2,1019.2,0.1,7.1,35.2,19.2,14.4,16.9,14.2,58.0,58.0,6.8,10.3,257.0,3.8,7.0,30.9,6.0,21.8,22637.33333333333,22624.0,23998.416666666668
04-06T23:00:00,57.6,54.0,62.1,49.0,41.0,55.0,1015.9,1012.1,1019.3,0.1,7.5,36.1,19.4,15.2,14.9,14.4,57.6,57.6,6.1,11.3,252.0,2.4,7.0,22.8,6.0,19.5,21225.81818181818,21065.166666666668,22447.454545454544
04-07T00:00:00,57.1,53.1,61.0,48.7,39.9,55.0,1015.9,1012.3,1019.2,0.1,8.0,34.3,21.1,14.2,15.7,14.7,57.1,57.0,5.5,15.8,271.0,0.9,3.0,19.5,7.0,18.9,20048.23076923077,20100.07692307692,21441.46153846154
04-07T01:00:00,56.7,53.1,61.0,48.5,39.0,55.0,1015.7,1012.0,1019.0,0.1,8.4,33.9,21.7,12.5,16.5,15.5,56.7,56.6,5.0,18.9,28.0,0.4,3.0,21.0,7.0,12.0,19188.0,19259.916666666668,20700.666666666668
04-07T02:00:00,56.0,52.0,60.1,48.4,39.9,55.0,1015.4,1012.0,1018.8,0.0,9.0,33.2,19.6,13.3,14.3,19.6,56.0,55.9,4.4,26.9,34.0,0.7,3.0,21.8,7.0,12.7,18604.25,18782.33333333333,20236.416666666668
04-07T03:00:00,55.4,51.1,59.0,48.2,39.0,55.0,1015.2,1011.7,1018.6,0.0,9.6,32.9,20.5,11.6,12.9,22.0,55.4,55.2,4.5,24.9,55.0,1.2,3.0,27.4,2.0,12.6,18282.58333333333,18626.916666666668,20058.666666666668
04-07T04:00:00,55.0,50.0,59.0,47.8,39.0,55.0,1015.2,1011.6,1018.6,0.0,10.0,30.4,15.3,13.0,16.7,24.6,55.0,54.8,4.6,20.5,58.0,1.3,3.0,28.7,2.0,17.2,18345.33333333333,19089.08333333333,20462.5
04-07T05:00:00,54.7,50.0,59.0,47.5,37.9,54.0,1015.3,1011.8,1018.8,0.0,10.3,25.1,20.7,16.9,16.6,20.7,54.7,54.5,4.6,19.6,61.0,1.5,3.0,28.0,2.0,18.8,18640.08333333333,20181.0,21590.5
04-07T06:00:00,55.0,50.0,59.0,47.4,37.0,54.0,1015.8,1012.2,1019.2,0.0,10.0,13.1,20.6,23.5,22.2,20.6,55.0,54.7,4.9,16.4,72.0,1.6,3.0,34.5,2.0,11.4,19210.166666666668,21684.25,23281.416666666668
04-07T07:00:00,57.1,53.1,61.0,48.1,37.9,55.0,1016.3,1012.7,1019.6,0.1,8.0,14.3,18.9,22.3,21.5,23.0,57.1,57.0,5.2,15.8,77.0,1.8,3.0,34.9,2.0,13.4,19203.25,22278.25,24065.166666666668
04-07T08:00:00,59.8,55.0,66.0,48.1,37.9,55.0,1016.5,1012.7,1019.9,0.4,5.6,15.6,18.9,22.5,19.7,23.3,59.8,59.7,5.7,13.8,106.0,1.1,3.0,30.1,4.0,14.5,19152.416666666668,22096.666666666668,23830.416666666668
04-07T09:00:00,62.3,57.0,70.0,47.6,37.0,55.0,1016.7,1013.1,1020.1,1.1,3.9,16.5,16.8,22.7,22.2,21.9,62.3,62.2,6.0,16.0,227.0,1.3,7.0,20.1,4.0,17.0,18727.25,21077.166666666668,22870.0
04-07T10:00:00,63.9,57.9,72.0,47.8,36.0,55.9,1016.9,1013.4,1020.3,1.8,2.9,15.5,19.3,19.5,26.8,18.9,63.9,63.8,7.9,7.5,246.0,4.8,7.0,38.8,6.0,24.9,18494.0,20118.08333333333,21975.83333333333
04-07T11:00:00,64.5,59.0,71.1,48.9,39.9,55.9,1016.7,1013.3,1020.2,1.8,2.3,19.2,19.2,24.3,21.3,15.9,64.5,64.5,10.4,1.3,249.0,8.9,7.0,55.0,6.0,31.7,17969.916666666668,19891.416666666668,21345.75
04-07T12:00:00,64.6,59.0,70.0,49.2,41.0,55.9,1016.4,1013.0,1019.9,1.7,2.1,20.2,20.2,24.7,21.7,13.4,64.6,64.6,12.2,0.7,250.0,11.1,7.0,55.8,6.0,36.9,17972.416666666668,19759.166666666668,21011.08333333333
04-07T13:00:00,64.5,60.1,70.0,49.5,42.1,55.9,1016.0,1012.3,1019.4,1.5,2.0,19.4,20.9,25.6,21.6,12.4,64.5,64.5,13.6,0.2,251.0,12.4,7.0,59.5,6.0,34.7,18068.416666666668,20101.166666666668,21073.08333333333
04-07T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.5,1012.0,1018.9,1.4,2.1,19.3,23.4,25.6,21.7,9.9,64.2,64.2,14.3,0.2,253.0,13.1,7.0,62.6,6.0,31.6,18467.08333333333,19991.33333333333,21529.58333333333
04-07T15:00:00,63.6,59.0,69.1,49.6,43.0,55.9,1015.0,1011.4,1018.4,1.1,2.5,19.3,22.4,26.1,22.0,10.2,63.6,63.6,14.6,0.2,255.0,13.8,7.0,70.2,6.0,25.9,19413.25,20491.33333333333,22550.166666666668
04-07T16:00:00,62.7,57.9,68.0,49.7,42.1,55.9,1014.8,1011.0,1018.0,0.8,3.2,19.0,22.7,25.5,19.5,13.3,62.7,62.7,14.5,0.0,254.0,13.5,7.0,69.0,6.0,26.2,20801.08333333333,21280.416666666668,23297.166666666668
04-07T17:00:00,61.4,57.0,66.0,49.6,42.1,55.0,1014.6,1011.0,1017.9,0.5,4.1,20.3,26.5,24.0,17.6,11.5,61.4,61.4,13.6,0.7,256.0,12.8,7.0,68.6,6.0,27.0,22429.5,22321.916666666668,24486.166666666668
04-07T18:00:00,59.8,55.9,64.9,49.7,43.0,55.9,1014.7,1010.9,1018.0,0.3,5.5,19.2,25.7,22.7,19.0,13.5,59.8,59.8,12.2,0.2,256.0,11.4,7.0,68.3,6.0,26.3,23933.83333333333,23627.58333333333,25820.75
04-07T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1014.8,1011.1,1018.1,0.2,6.3,16.5,30.5,22.4,18.2,12.5,58.9,58.9,10.5,0.7,259.0,9.5,7.0,63.8,6.0,26.5,25473.75,24624.0,27002.916666666668
04-07T20:00:00,58.6,55.0,63.0,49.4,42.1,55.9,1015.3,1011.6,1018.6,0.2,6.6,31.9,22.9,17.3,15.6,12.4,58.6,58.6,8.8,4.4,260.0,7.5,7.0,49.5,6.0,30.1,25793.83333333333,24685.58333333333,27099.25
04-07T21:00:00,58.3,54.0,62.1,49.2,42.1,55.0,1015.7,1012.0,1018.9,0.1,6.9,35.3,20.9,17.5,13.4,12.9,58.3,58.3,7.8,6.0,255.0,5.6,7.0,39.0,6.0,28.4,24568.33333333333,23846.916666666668,26031.83333333333
04-07T22:00:00,58.1,54.0,62.1,48.9,39.9,55.0,1015.7,1012.1,1019.0,0.1,7.1,35.1,19.7,14.0,17.2,14.0,58.1,58.1,6.8,10.3,256.0,3.8,7.0,30.0,6.0,22.8,22796.5,22365.666666666668,24380.25
04-07T23:00:00,57.6,54.0,62.1,48.8,39.0,55.0,1015.8,1012.0,1019.0,0.1,7.5,35.7,19.6,15.4,14.6,14.6,57.6,57.6,6.2,11.1,254.0,2.4,7.0,23.8,6.0,18.9,21185.81818181818,20892.166666666668,22889.0
04-08T00:00:00,57.1,53.1,61.0,48.7,39.9,55.0,1015.8,1012.2,1019.1,0.1,8.0,34.2,20.5,14.6,15.6,15.1,57.1,57.0,5.6,16.4,270.0,1.0,7.0,19.0,3.0,18.8,19871.92307692308,19874.30769230769,21747.615384615383
04-08T01:00:00,56.7,53.1,61.0,48.5,39.0,55.0,1015.6,1011.9,1019.0,0.1,8.4,33.2,21.5,12.5,16.5,16.2,56.7,56.6,5.1,18.4,10.0,0.3,3.0,20.6,7.0,13.0,19003.33333333333,19021.33333333333,20902.5
04-08T02:00:00,56.0,52.0,60.1,48.4,39.9,55.0,1015.3,1011.9,1018.7,0.0,9.0,32.9,19.6,13.3,13.8,20.4,56.0,55.9,4.4,27.6,30.0,0.7,3.0,21.5,7.0,13.0,18597.33333333333,18617.166666666668,20507.25
04-08T03:00:00,55.4,51.1,59.0,48.2,39.0,55.0,1015.1,1011.6,1018.5,0.0,9.6,31.6,21.7,11.4,12.6,22.7,55.4,55.2,4.5,23.8,55.0,1.2,3.0,26.6,2.0,12.9,18475.08333333333,18402.416666666668,20377.416666666668
04-08T04:00:00,55.0,50.0,59.0,47.9,39.0,55.0,1015.1,1011.5,1018.5,0.0,10.0,28.8,17.2,13.0,16.7,24.4,55.0,54.8,4.7,18.9,58.0,1.3,3.0,30.0,2.0,16.7,19019.166666666668,18812.58333333333,20764.5
04-08T05:00:00,54.8,50.0,59.0,47.5,37.9,54.0,1015.3,1011.7,1018.7,0.0,10.3,24.5,21.2,17.3,16.3,20.7,54.8,54.5,4.7,19.1,59.0,1.5,3.0,28.3,2.0,18.0,20453.166666666668,19892.83333333333,21894.666666666668
04-08T06:00:00,55.0,50.0,59.0,47.5,37.0,54.0,1015.7,1012.2,1019.1,0.0,10.0,13.1,19.9,23.6,22.0,21.3,55.0,54.7,4.9,16.2,70.0,1.5,3.0,34.2,2.0,10.8,22582.416666666668,21337.25,23539.58333333333
04-08T07:00:00,57.1,53.1,61.0,48.1,37.9,55.0,1016.2,1012.7,1019.6,0.1,8.0,14.3,18.9,22.4,20.9,23.5,57.1,57.0,5.3,15.6,77.0,1.8,3.0,35.7,2.0,12.1,23625.25,22227.25,24175.83333333333
04-08T08:00:00,59.8,55.0,64.9,48.0,37.9,55.0,1016.4,1012.7,1019.9,0.4,5.6,15.6,19.5,21.8,19.7,23.3,59.8,59.7,5.7,13.8,107.0,1.0,3.0,29.2,4.0,15.1,23891.166666666668,22549.75,23953.75
04-08T09:00:00,62.2,57.0,70.0,47.6,37.0,55.0,1016.6,1012.9,1020.1,1.1,3.8,16.5,16.7,22.9,22.9,21.1,62.2,62.2,6.0,15.8,229.0,1.4,7.0,20.5,4.0,16.7,23560.0,22218.0,22946.916666666668
04-08T10:00:00,63.8,57.9,72.0,47.8,36.0,55.9,1016.8,1013.2,1020.3,1.7,2.9,15.2,18.6,20.6,27.2,18.4,63.8,63.8,8.1,7.3,246.0,5.1,7.0,39.2,6.0,25.9,23495.916666666668,21770.916666666668,21603.166666666668
04-08T11:00:00,64.4,59.0,71.1,48.9,39.9,55.9,1016.6,1013.2,1020.2,1.8,2.3,18.7,18.9,25.3,22.5,14.6,64.4,64.4,10.5,1.1,249.0,9.0,7.0,53.6,6.0,33.4,23653.5,21157.916666666668,20830.83333333333
04-08T12:00:00,64.6,59.0,70.0,49.2,41.0,55.9,1016.3,1013.0,1019.9,1.7,2.1,19.6,19.9,25.9,22.2,12.3,64.6,64.6,12.3,0.7,250.0,11.3,7.0,57.2,6.0,35.6,23886.166666666668,20952.08333333333,20498.08333333333
04-08T13:00:00,64.5,60.1,70.0,49.4,42.1,55.9,1015.9,1012.3,1019.4,1.5,2.0,18.9,20.8,26.6,21.6,12.2,64.5,64.5,13.6,0.2,251.0,12.5,7.0,60.2,6.0,34.4,24432.916666666668,20208.33333333333,20580.83333333333
04-08T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.5,1011.9,1018.8,1.3,2.1,18.6,24.4,25.4,22.0,9.7,64.2,64.2,14.3,0.2,253.0,13.3,7.0,63.3,6.0,31.7,25097.08333333333,19946.25,20728.916666666668
04-08T15:00:00,63.6,59.0,69.1,49.7,43.0,55.9,1015.0,1011.3,1018.4,1.0,2.5,19.0,23.2,26.6,21.2,10.0,63.6,63.6,14.7,0.2,255.0,13.9,7.0,71.2,6.0,25.2,25721.166666666668,19850.83333333333,21617.58333333333
04-08T16:00:00,62.6,57.9,68.0,49.7,43.0,55.9,1014.7,1011.0,1018.0,0.8,3.2,19.0,23.2,25.7,19.0,13.1,62.6,62.6,14.6,0.0,255.0,13.7,7.0,69.5,6.0,26.0,26257.33333333333,20470.166666666668,22503.5
04-08T17:00:00,61.4,57.0,66.0,49.6,42.1,55.0,1014.6,1010.9,1017.8,0.5,4.1,20.9,26.3,24.3,17.9,10.6,61.4,61.4,13.7,0.7,256.0,12.9,7.0,68.8,6.0,27.0,26949.08333333333,21767.0,24001.916666666668
04-08T18:00:00,59.8,55.9,64.0,49.6,43.0,55.9,1014.6,1010.9,1017.9,0.3,5.5,20.2,25.8,23.8,17.8,12.5,59.8,59.8,12.2,0.2,256.0,11.4,7.0,68.3,6.0,26.3,27220.666666666668,23043.08333333333,25493.0
04-08T19:00:00,58.9,55.0,63.0,49.4,43.0,55.0,1014.8,1011.1,1018.1,0.2,6.3,17.2,30.4,23.3,17.9,11.3,58.9,58.9,10.5,0.9,259.0,9.5,7.0,62.2,6.0,27.7,28025.916666666668,24476.25,26726.83333333333
04-08T20:00:00,58.6,55.0,62.1,49.4,43.0,55.0,1015.3,1011.6,1018.6,0.2,6.6,32.0,23.8,18.0,14.6,11.7,58.6,58.6,8.9,4.0,259.0,7.5,7.0,49.7,6.0,30.7,27992.0,24686.58333333333,26826.666666666668
04-08T21:00:00,58.3,54.0,62.1,49.2,42.1,55.0,1015.7,1012.0,1018.9,0.2,6.9,35.5,22.3,17.5,12.5,12.2,58.3,58.3,7.7,5.8,255.0,5.5,7.0,38.3,6.0,29.3,26601.25,23686.416666666668,25875.666666666668
04-08T22:00:00,58.1,54.0,62.1,48.9,39.9,55.0,1015.7,1012.2,1019.0,0.1,7.1,36.7,20.0,12.4,17.7,13.3,58.1,58.1,6.7,10.7,256.0,3.9,7.0,29.1,6.0,23.9,24439.25,22399.33333333333,24301.25
04-08T23:00:00,57.6,54.0,61.0,48.9,41.0,55.0,1015.8,1012.1,1019.0,0.1,7.5,37.3,18.8,14.6,14.8,14.6,57.6,57.5,6.2,11.8,254.0,2.5,7.0,24.9,6.0,18.1,22505.18181818182,20868.666666666668,22745.90909090909
04-09T00:00:00,57.1,53.1,61.0,48.8,39.9,55.0,1015.8,1012.2,1019.1,0.1,8.0,35.3,21.0,14.3,14.3,15.1,57.1,57.0,5.6,17.1,270.0,0.9,7.0,18.5,3.0,18.3,21202.23076923077,19875.0,21697.92307692308
04-09T01:00:00,56.6,53.1,60.1,48.5,39.0,55.0,1015.6,1011.9,1019.0,0.1,8.4,34.4,21.9,12.5,16.2,15.0,56.6,56.6,5.0,19.3,26.0,0.3,3.0,20.7,7.0,12.4,20236.75,19075.58333333333,20856.33333333333
04-09T02:00:00,56.0,52.0,60.1,48.4,39.9,55.0,1015.3,1011.9,1018.7,0.0,9.1,34.0,20.0,14.0,13.0,19.0,56.0,55.8,4.4,27.1,36.0,0.6,3.0,21.2,7.0,12.3,19638.666666666668,18661.75,20381.83333333333
04-09T03:00:00,55.4,51.1,59.0,48.2,39.9,55.0,1015.2,1011.8,1018.6,0.0,9.6,32.7,21.1,11.6,12.8,21.9,55.4,55.2,4.5,24.7,59.0,1.2,3.0,26.3,2.0,13.4,19365.416666666668,18549.5,20172.916666666668
04-09T04:00:00,55.0,50.0,59.0,47.9,39.0,54.0,1015.1,1011.6,1018.6,0.0,10.0,29.6,17.6,13.4,16.0,23.4,55.0,54.7,4.6,20.0,62.0,1.3,3.0,30.9,2.0,15.9,19782.58333333333,18896.0,20553.83333333333
04-09T05:00:00,54.7,50.0,59.0,47.6,37.9,54.0,1015.3,1011.9,1018.8,0.0,10.3,24.9,21.4,17.3,16.0,20.4,54.7,54.5,4.6,20.0,61.0,1.5,3.0,28.6,2.0,18.2,21066.916666666668,19916.33333333333,21554.416666666668
04-09T06:00:00,55.1,50.0,59.0,47.5,37.0,54.0,1015.7,1012.3,1019.1,0.0,10.0,14.4,19.7,23.6,21.5,20.7,55.1,54.8,4.8,17.8,71.0,1.6,3.0,33.7,2.0,9.7,22943.75,21249.58333333333,23167.25
04-09T07:00:00,57.2,53.1,61.0,48.2,37.9,55.0,1016.2,1012.9,1019.6,0.1,7.9,15.3,19.1,22.2,20.7,22.7,57.2,57.1,5.2,16.4,76.0,1.7,3.0,35.3,2.0,11.9,23633.25,22116.5,23887.666666666668
04-09T08:00:00,59.9,55.0,64.9,48.0,37.9,55.0,1016.4,1013.2,1019.9,0.4,5.5,15.9,20.2,22.8,19.2,22.0,59.9,59.8,5.7,14.2,110.0,1.0,3.0,28.4,4.0,15.4,23197.58333333333,22698.75,23639.916666666668
04-09T09:00:00,62.4,57.0,70.0,47.5,37.0,55.0,1016.7,1013.3,1020.1,1.1,3.7,17.3,16.6,23.7,22.2,20.2,62.4,62.4,6.0,15.8,229.0,1.4,7.0,20.8,4.0,16.8,22457.08333333333,22945.75,22529.58333333333
04-09T10:00:00,63.9,57.9,72.0,47.7,36.0,55.9,1016.9,1013.5,1020.2,1.7,2.8,15.3,19.2,21.4,26.6,17.4,63.9,63.9,8.1,7.5,246.0,5.3,7.0,40.7,6.0,25.2,21787.416666666668,22883.0,21463.0
04-09T11:00:00,64.4,59.0,71.1,49.0,41.0,55.9,1016.7,1013.4,1020.0,1.7,2.3,19.4,19.1,25.4,21.9,14.1,64.4,64.4,10.5,0.9,249.0,9.2,7.0,55.3,6.0,32.9,21407.5,22766.166666666668,20730.916666666668
04-09T12:00:00,64.6,60.1,70.0,49.2,41.0,55.9,1016.4,1013.1,1019.8,1.6,2.0,20.4,20.4,25.6,21.6,12.1,64.6,64.6,12.4,0.7,250.0,11.4,7.0,58.0,6.0,35.4,21168.25,22521.5,20313.08333333333
04-09T13:00:00,64.5,60.1,70.0,49.4,42.1,55.9,1016.0,1012.4,1019.4,1.5,1.9,20.0,20.5,26.2,20.5,12.6,64.5,64.5,13.7,0.2,251.0,12.5,7.0,60.8,6.0,33.9,21294.0,22351.416666666668,20333.83333333333
04-09T14:00:00,64.3,60.1,70.0,49.4,41.0,55.9,1015.6,1012.2,1018.8,1.3,2.0,19.5,24.3,25.5,21.2,9.6,64.3,64.3,14.4,0.2,253.0,13.4,7.0,64.7,6.0,31.2,21357.5,21882.166666666668,20765.58333333333
04-09T15:00:00,63.6,59.0,69.1,49.7,43.0,55.9,1015.1,1011.5,1018.3,1.1,2.4,20.0,22.9,27.0,20.2,10.0,63.6,63.6,14.8,0.2,255.0,14.1,7.0,71.5,6.0,25.4,21713.08333333333,22032.08333333333,21353.166666666668
04-09T16:00:00,62.7,57.9,68.0,49.7,43.0,55.9,1014.8,1011.0,1018.0,0.8,3.1,20.0,22.9,25.5,19.5,12.2,62.7,62.7,14.7,0.0,254.0,13.8,7.0,70.2,6.0,26.3,22235.75,22172.166666666668,22299.58333333333
04-09T17:00:00,61.4,57.0,66.0,49.7,43.0,55.0,1014.7,1011.1,1017.8,0.5,4.1,22.2,24.7,25.4,17.6,10.0,61.4,61.4,13.7,0.4,255.0,13.0,7.0,68.8,6.0,27.8,23222.83333333333,23005.83333333333,23783.75
04-09T18:00:00,59.8,55.9,64.0,49.7,43.0,55.9,1014.7,1011.1,1017.9,0.3,5.5,21.4,26.2,22.7,17.7,12.0,59.8,59.8,12.2,0.2,256.0,11.4,7.0,68.0,6.0,27.3,24342.0,23745.75,25239.08333333333
04-09T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1014.9,1011.3,1018.1,0.2,6.3,17.6,30.8,23.0,17.6,11.0,58.9,58.9,10.6,0.9,258.0,9.7,7.0,60.7,6.0,30.2,25987.5,24594.75,26483.916666666668
04-09T20:00:00,58.6,55.0,63.0,49.4,43.0,55.9,1015.4,1011.9,1018.6,0.2,6.6,32.0,25.2,17.4,14.5,10.9,58.6,58.6,8.9,3.6,258.0,7.5,7.0,49.6,6.0,31.6,26499.916666666668,24519.0,26635.75
04-09T21:00:00,58.3,54.0,62.1,49.2,42.1,55.0,1015.8,1012.2,1019.0,0.2,6.8,34.9,23.0,17.7,12.4,12.0,58.3,58.3,7.7,5.8,254.0,5.5,7.0,37.5,6.0,31.0,25440.08333333333,23622.166666666668,25727.08333333333
04-09T22:00:00,58.1,54.0,62.1,49.0,41.0,55.0,1015.9,1012.2,1019.0,0.1,7.0,36.2,20.6,12.8,16.7,13.5,58.1,58.1,6.7,11.6,254.0,3.9,7.0,28.4,6.0,24.7,23426.58333333333,22221.916666666668,24420.75
04-09T23:00:00,57.6,54.0,62.1,48.9,41.0,55.0,1015.9,1012.3,1019.0,0.1,7.5,37.4,19.7,14.3,14.8,13.8,57.6,57.6,6.1,11.8,253.0,2.6,7.0,25.6,6.0,18.4,21716.090909090908,20764.0,22872.636363636364
04-10T00:00:00,57.1,53.1,61.0,48.8,41.0,55.0,1015.9,1012.3,1019.1,0.1,8.0,35.6,21.4,13.5,15.2,14.3,57.1,57.0,5.5,17.3,267.0,1.0,7.0,18.7,3.0,18.0,20453.53846153846,19739.615384615383,21792.69230769231
04-10T01:00:00,56.7,53.1,60.1,48.5,39.9,55.0,1015.7,1012.0,1019.0,0.1,8.4,35.3,21.4,11.9,15.9,15.4,56.7,56.6,5.0,20.2,6.0,0.2,3.0,19.9,7.0,13.3,19710.33333333333,18908.0,20986.166666666668
04-10T02:00:00,56.0,52.0,60.1,48.4,39.9,55.0,1015.5,1012.0,1018.7,0.0,9.0,34.7,20.4,13.2,13.0,18.7,56.0,55.9,4.4,27.3,33.0,0.6,3.0,20.9,7.0,12.3,19239.33333333333,18405.33333333333,20383.75
04-10T03:00:00,55.4,51.1,59.0,48.3,39.9,55.0,1015.3,1012.0,1018.6,0.0,9.6,33.0,21.0,12.0,12.8,21.2,55.4,55.3,4.4,25.8,57.0,1.1,3.0,25.9,2.0,12.9,19244.916666666668,18209.58333333333,20096.666666666668
04-10T04:00:00,55.0,50.0,59.0,47.9,39.0,55.0,1015.3,1011.9,1018.6,0.0,10.0,29.7,18.2,13.4,15.9,22.8,55.0,54.8,4.5,21.0,62.0,1.2,3.0,30.6,2.0,15.4,19782.916666666668,18464.666666666668,20135.5
04-10T05:00:00,54.8,50.0,59.0,47.6,37.9,54.0,1015.4,1012.1,1018.8,0.0,10.2,24.7,22.2,17.6,15.6,19.9,54.8,54.6,4.6,20.4,60.0,1.5,3.0,27.6,2.0,18.4,21277.25,19353.5,20552.25
04-10T06:00:00,55.2,50.0,59.0,47.5,37.0,54.0,1015.9,1012.6,1019.2,0.0,9.8,14.7,19.4,23.1,22.3,20.5,55.2,54.9,4.8,18.2,69.0,1.5,3.0,33.1,2.0,9.9,23330.666666666668,20540.33333333333,21152.58333333333
04-10T07:00:00,57.3,53.1,61.0,48.1,37.9,55.0,1016.4,1013.1,1019.7,0.1,7.8,15.8,19.6,20.7,20.9,23.0,57.3,57.2,5.2,15.8,75.0,1.7,3.0,35.1,2.0,12.2,24092.75,21079.916666666668,21166.666666666668
04-10T08:00:00,60.1,55.0,66.0,47.9,37.9,55.0,1016.6,1013.5,1019.9,0.5,5.4,16.6,21.5,19.9,20.2,21.7,60.1,60.0,5.7,14.9,108.0,0.9,3.0,26.7,4.0,16.3,23394.916666666668,21248.916666666668,20725.916666666668
04-10T09:00:00,62.6,57.0,70.0,47.4,37.0,55.0,1016.8,1013.6,1020.1,1.2,3.7,18.3,17.3,21.1,22.6,20.6,62.6,62.6,6.0,15.1,229.0,1.4,7.0,21.1,4.0,16.7,22483.58333333333,21018.166666666668,19739.75
04-10T10:00:00,64.1,57.9,73.0,47.7,35.1,55.9,1017.0,1013.6,1020.3,1.8,2.7,16.1,19.7,20.9,25.2,18.1,64.1,64.1,8.2,7.1,247.0,5.4,7.0,41.3,6.0,25.1,21795.08333333333,20636.08333333333,18591.5
04-10T11:00:00,64.5,59.0,71.1,49.1,41.0,55.9,1016.9,1013.5,1020.2,1.8,2.3,20.4,19.6,25.2,20.4,14.4,64.5,64.5,10.6,1.1,250.0,9.2,7.0,55.4,6.0,33.2,21328.75,20574.5,17899.333333333332
04-10T12:00:00,64.7,60.1,71.1,49.1,41.0,55.9,1016.5,1013.1,1020.0,1.7,2.0,21.6,20.9,24.6,20.4,12.6,64.7,64.7,12.4,0.7,251.0,11.4,7.0,58.4,6.0,35.0,21038.0,20146.58333333333,17541.416666666668
