date,Megawatts
2018-10-08 00:00:00,278384.0
2018-10-08 01:00:00,249216.0
2018-10-08 02:00:00,244046.0
2018-10-08 03:00:00,242889.0
2018-10-08 04:00:00,249406.0
2018-10-08 05:00:00,263842.0
2018-10-08 06:00:00,291237.0
2018-10-08 07:00:00,303351.0
2018-10-08 08:00:00,304210.0
2018-10-08 09:00:00,303615.0
2018-10-08 10:00:00,305985.0
2018-10-08 11:00:00,307097.0
2018-10-08 12:00:00,310295.0
2018-10-08 13:00:00,315540.0
2018-10-08 14:00:00,323406.0
2018-10-08 15:00:00,331442.0
2018-10-08 16:00:00,339747.0
2018-10-08 17:00:00,350241.0
2018-10-08 18:00:00,357672.0
2018-10-08 19:00:00,364957.0
2018-10-08 20:00:00,353264.0
2018-10-08 21:00:00,333814.0
2018-10-08 22:00:00,307127.0
2018-10-08 23:00:00,261989.0
