date,Megawatts
2020-05-28 00:00:00,333630.0
2020-05-28 01:00:00,289749.0
2020-05-28 02:00:00,277891.0
2020-05-28 03:00:00,270338.0
2020-05-28 04:00:00,270000.0
2020-05-28 05:00:00,277384.0
2020-05-28 06:00:00,285156.0
2020-05-28 07:00:00,294104.0
2020-05-28 08:00:00,300606.0
2020-05-28 09:00:00,303636.0
2020-05-28 10:00:00,312541.0
2020-05-28 11:00:00,325685.0
2020-05-28 12:00:00,341840.0
2020-05-28 13:00:00,361134.0
2020-05-28 14:00:00,378643.0
2020-05-28 15:00:00,396457.0
2020-05-28 16:00:00,411121.0
2020-05-28 17:00:00,421318.0
2020-05-28 18:00:00,424537.0
2020-05-28 19:00:00,413378.0
2020-05-28 20:00:00,401491.0
2020-05-28 21:00:00,380561.0
2020-05-28 22:00:00,349630.0
2020-05-28 23:00:00,295325.0
