date,Megawatts
2021-03-29 00:00:00,259317.0
2021-03-29 01:00:00,231032.0
2021-03-29 02:00:00,226819.0
2021-03-29 03:00:00,225567.0
2021-03-29 04:00:00,230906.0
2021-03-29 05:00:00,245866.0
2021-03-29 06:00:00,267986.0
2021-03-29 07:00:00,279151.0
2021-03-29 08:00:00,276087.0
2021-03-29 09:00:00,264410.0
2021-03-29 10:00:00,253682.0
2021-03-29 11:00:00,246845.0
2021-03-29 12:00:00,241617.0
2021-03-29 13:00:00,240694.0
2021-03-29 14:00:00,242937.0
2021-03-29 15:00:00,249210.0
2021-03-29 16:00:00,261674.0
2021-03-29 17:00:00,280938.0
2021-03-29 18:00:00,298913.0
2021-03-29 19:00:00,315137.0
2021-03-29 20:00:00,314376.0
2021-03-29 21:00:00,301538.0
2021-03-29 22:00:00,283369.0
2021-03-29 23:00:00,242915.0
