date,Megawatts
2019-02-25 00:00:00,260435.0
2019-02-25 01:00:00,235468.0
2019-02-25 02:00:00,232137.0
2019-02-25 03:00:00,233767.0
2019-02-25 04:00:00,242808.0
2019-02-25 05:00:00,263511.0
2019-02-25 06:00:00,291990.0
2019-02-25 07:00:00,301273.0
2019-02-25 08:00:00,292020.0
2019-02-25 09:00:00,281505.0
2019-02-25 10:00:00,274307.0
2019-02-25 11:00:00,270970.0
2019-02-25 12:00:00,269167.0
2019-02-25 13:00:00,270601.0
2019-02-25 14:00:00,272820.0
2019-02-25 15:00:00,281295.0
2019-02-25 16:00:00,296794.0
2019-02-25 17:00:00,315883.0
2019-02-25 18:00:00,337623.0
2019-02-25 19:00:00,334483.0
2019-02-25 20:00:00,325271.0
2019-02-25 21:00:00,308339.0
2019-02-25 22:00:00,285726.0
2019-02-25 23:00:00,243830.0
