date,Megawatts
2019-11-13 00:00:00,246364.0
2019-11-13 01:00:00,237559.0
2019-11-13 02:00:00,231832.0
2019-11-13 03:00:00,230483.0
2019-11-13 04:00:00,235638.0
2019-11-13 05:00:00,251563.0
2019-11-13 06:00:00,274236.0
2019-11-13 07:00:00,285555.0
2019-11-13 08:00:00,283737.0
2019-11-13 09:00:00,279813.0
2019-11-13 10:00:00,277579.0
2019-11-13 11:00:00,280066.0
2019-11-13 12:00:00,284081.0
2019-11-13 13:00:00,291422.0
2019-11-13 14:00:00,298303.0
2019-11-13 15:00:00,305945.0
2019-11-13 16:00:00,316613.0
2019-11-13 17:00:00,334830.0
2019-11-13 18:00:00,331505.0
2019-11-13 19:00:00,322401.0
2019-11-13 20:00:00,312821.0
2019-11-13 21:00:00,297323.0
2019-11-13 22:00:00,277804.0
2019-11-13 23:00:00,258915.0
