date,Megawatts
2018-09-04 00:00:00,314541.0
2018-09-04 01:00:00,278301.0
2018-09-04 02:00:00,269938.0
2018-09-04 03:00:00,266697.0
2018-09-04 04:00:00,272507.0
2018-09-04 05:00:00,289681.0
2018-09-04 06:00:00,317326.0
2018-09-04 07:00:00,336806.0
2018-09-04 08:00:00,343948.0
2018-09-04 09:00:00,347846.0
2018-09-04 10:00:00,353271.0
2018-09-04 11:00:00,358041.0
2018-09-04 12:00:00,366473.0
2018-09-04 13:00:00,383664.0
2018-09-04 14:00:00,401255.0
2018-09-04 15:00:00,418523.0
2018-09-04 16:00:00,428764.0
2018-09-04 17:00:00,432655.0
2018-09-04 18:00:00,426952.0
2018-09-04 19:00:00,422387.0
2018-09-04 20:00:00,412899.0
2018-09-04 21:00:00,387617.0
2018-09-04 22:00:00,352789.0
2018-09-04 23:00:00,295992.0
